url,retail
https://www.amazon.com/dp/B08W2FNWST,700
https://www.amazon.com/dp/B08FC6MR62,700
https://www.amazon.co.uk/dp/B08H95Y452,600
https://www.amazon.co.uk/dp/B08H97NYGP,600
